-4.158883083359671673e+02,-2.762346116433835732e+02,-2.622178376548818619e+02,-2.645801656610631198e+02,-2.772001147928398268e+02,-2.708407108341033904e+02,-2.703773555124574841e+02
-4.158883083359671673e+02,-2.607639129122341046e+02,-2.877999261051483018e+02,-2.627053847328331244e+02,-2.611258259928844723e+02,-2.898073306451480562e+02,-2.635398530827114314e+02
-4.158883083359671673e+02,-1.849802834936055262e+02,-2.304803829826672938e+02,-1.769290963741498217e+02,-1.876917642587374644e+02,-2.345222190720388937e+02,-1.822287331604217115e+02
-4.158883083359671673e+02,-1.637907725006619444e+02,-1.602377983733290137e+02,-1.520217954801871088e+02,-1.679943267007900545e+02,-1.672985432466487055e+02,-1.548747917633936595e+02
-4.158883083359671673e+02,-2.114640319597933740e+02,-1.691568188472148222e+02,-1.700726295944493813e+02,-2.109703908906840297e+02,-1.519724598252166174e+02,-1.548812897835514946e+02
-4.158883083359671673e+02,-1.595957222003792708e+02,-1.778185138476011673e+02,-1.539364099924273432e+02,-1.652441539178420840e+02,-1.883551368461846778e+02,-1.596286757701962529e+02
-4.158883083359671673e+02,-1.707581377447488080e+02,-1.256127260142299207e+02,-1.284646172515574563e+02,-1.771684602383415381e+02,-1.337724754172696180e+02,-1.318789468609327002e+02
-4.158883083359671673e+02,-2.138936333068412523e+02,-1.874528943126939566e+02,-1.717448257150146276e+02,-2.236550851605671539e+02,-1.971073608375543813e+02,-1.777722124564190551e+02
-4.158883083359671673e+02,-2.204648083949678607e+02,-2.651893609017649851e+02,-2.233166996322934779e+02,-2.260271744313619138e+02,-2.677021660522761977e+02,-2.288748787092723944e+02
-4.158883083359671673e+02,-1.982041715678799960e+02,-1.945034538338446168e+02,-1.789031090278306237e+02,-2.033330865446018834e+02,-2.038607449092337731e+02,-1.840114022239023939e+02
-4.158883083359671673e+02,-2.646830602968470885e+02,-2.504877705312898115e+02,-2.491033468903976598e+02,-2.709693742306020567e+02,-2.676159815074614698e+02,-2.609874362917771009e+02
-4.158883083359671673e+02,-1.686752223714887577e+02,-1.686879000311434709e+02,-1.504205551815477975e+02,-1.712696257356235492e+02,-1.811163861620240993e+02,-1.548422195906347838e+02
-4.158883083359671673e+02,-1.367769265234578597e+02,-1.497070286215316344e+02,-1.325849727547455643e+02,-1.448771762570309249e+02,-1.585568037475729000e+02,-1.402041330270869253e+02
-4.158883083359671673e+02,-2.335931676920146742e+02,-1.972025875874742553e+02,-1.999646555375799721e+02,-2.367526609690672785e+02,-2.020520882798795697e+02,-2.046338335178085686e+02
-4.158883083359671673e+02,-2.505729427865682624e+02,-2.439123556827651100e+02,-2.316471947020347670e+02,-2.526256234515389281e+02,-2.464589325645080748e+02,-2.334816748207840362e+02
-4.158883083359671673e+02,-4.113680043959644195e+02,-4.037103115008246164e+02,-4.051758185637670522e+02,-4.139287192546402707e+02,-4.019811377697674288e+02,-4.032307336436603009e+02
-4.158883083359671673e+02,-2.172883525094115953e+02,-1.500127900155698626e+02,-1.528646812528970713e+02,-2.233171391217963162e+02,-1.603370595530241189e+02,-1.631889507903527203e+02
-4.158883083359671673e+02,-2.045356310194037519e+02,-2.043979784354150127e+02,-1.872078298647348049e+02,-2.035162767411850382e+02,-1.947535473632188996e+02,-1.771268342539644891e+02
-4.158883083359671673e+02,-1.716910975445434246e+02,-2.282206769826846084e+02,-1.737251028813194580e+02,-1.736087486368425914e+02,-2.367458497054141731e+02,-1.761839906333647150e+02
-4.158883083359671673e+02,-2.328707358530230636e+02,-1.924048708605496358e+02,-1.931744192614176825e+02,-2.377307989849649346e+02,-2.034671153713947831e+02,-2.039569663827143131e+02
-4.158883083359671673e+02,-2.803255326384281148e+02,-2.757860552511833703e+02,-2.421386883911056600e+02,-2.844076791558815103e+02,-2.835218050070748177e+02,-2.460597212772599391e+02
-4.158883083359671673e+02,-1.740790528426876449e+02,-1.766008657370006176e+02,-1.545500581500290025e+02,-1.842132924583106330e+02,-1.842356794799187867e+02,-1.660735452847116846e+02
-4.158883083359671673e+02,-3.011289766214766246e+02,-3.011517375034792394e+02,-3.039808678588047428e+02,-3.039403615220140864e+02,-3.039403615220140296e+02,-3.067922527593421478e+02
-4.158883083359671673e+02,-2.000770966526197299e+02,-1.982451298865812532e+02,-1.826754240125796684e+02,-2.012496915734088816e+02,-1.987967208353644253e+02,-1.804291499839919766e+02
-4.158883083359671673e+02,-2.294601932469238932e+02,-1.764209024572599560e+02,-1.774688493611708395e+02,-2.339031230699183084e+02,-1.761882022064934858e+02,-1.773146821925142262e+02
-4.158883083359671673e+02,-3.860509414316077255e+02,-3.902244155536153585e+02,-3.864789005073279213e+02,-3.886186665040304433e+02,-3.922441480843771728e+02,-3.891103985213177339e+02
-4.158883083359671673e+02,-3.115179097721486414e+02,-2.841940267550144199e+02,-2.854093316576323218e+02,-3.146166016159695005e+02,-2.896410750842707102e+02,-2.903791370269493655e+02
-4.158883083359671673e+02,-2.747625812236902902e+02,-2.843235289746442049e+02,-2.729906401048805833e+02,-2.788825716995242487e+02,-2.915339036895526874e+02,-2.782290513805614296e+02
-4.158883083359671673e+02,-2.878358212154186049e+02,-3.056559758090039622e+02,-2.870680157539700872e+02,-2.929516522298777090e+02,-3.160825443314187169e+02,-2.931835447058094815e+02
-4.158883083359671673e+02,-2.132391161442262160e+02,-1.620499669962621851e+02,-1.620292204105851965e+02,-2.189657617311466709e+02,-1.668615024231121424e+02,-1.675484474192930122e+02
-4.158883083359671673e+02,-2.216566976035618666e+02,-2.501475360200035993e+02,-2.179077980738873066e+02,-2.225021952240344376e+02,-2.557268838915793481e+02,-2.174871736950686341e+02
-4.158883083359671673e+02,-2.102445239448910570e+02,-2.251732334281812200e+02,-2.088456867762973843e+02,-2.178624680994899450e+02,-2.289510272367970174e+02,-2.161735515332948125e+02
-4.158883083359671673e+02,-2.021342764927627513e+02,-2.016650334667932043e+02,-1.887459490771311721e+02,-2.056865958981632048e+02,-2.050617905289898317e+02,-1.941474616863660572e+02
-4.158883083359671673e+02,-2.588255864637649779e+02,-2.895211463920238657e+02,-2.550476918463677407e+02,-2.617119130684910715e+02,-2.910322656726642094e+02,-2.564859011758713905e+02
-4.158883083359671673e+02,-3.395780311175641941e+02,-2.878420705592254762e+02,-2.881397525371199890e+02,-3.380916561492363144e+02,-2.830675831457950835e+02,-2.859073204013665190e+02
-4.158883083359671673e+02,-3.566733282284908455e+02,-3.454294867120092363e+02,-3.438231458232463069e+02,-3.581493462513155350e+02,-3.500372062511518152e+02,-3.495352070152123360e+02
-4.158883083359671673e+02,-2.672698399506801366e+02,-2.321599425408552406e+02,-2.358004844213536444e+02,-2.683567660799149621e+02,-2.403311876109393097e+02,-2.421035960096859867e+02
-4.158883083359671673e+02,-2.882549552360329699e+02,-2.304078082998822765e+02,-2.182174230569631561e+02,-2.921012395922253972e+02,-2.282722449012165100e+02,-2.194626518501326586e+02
-4.158883083359671673e+02,-2.202320772018440493e+02,-2.322614365940118262e+02,-2.037465282772238027e+02,-2.249121471393944773e+02,-2.375738473129795523e+02,-2.085933107522340606e+02
-4.158883083359671673e+02,-2.210049086854361349e+02,-2.514725104620314369e+02,-2.107861662334860853e+02,-2.284574426290295150e+02,-2.671183413560297026e+02,-2.195978125960029388e+02
-4.158883083359671673e+02,-1.994731433512581589e+02,-2.152700334688700252e+02,-1.899653605378016437e+02,-2.103367529534020832e+02,-2.254053832307807852e+02,-1.992947224678467819e+02
-4.158883083359671673e+02,-2.801227125073926345e+02,-2.941336874885820407e+02,-2.485603802479104161e+02,-2.839759303063797233e+02,-3.001196824268454293e+02,-2.589791182116082382e+02
-4.158883083359671673e+02,-1.886893739903931078e+02,-2.249616657750901823e+02,-1.807750521917096762e+02,-1.953492793998865977e+02,-2.364933222209392625e+02,-1.874776392124577171e+02
-4.158883083359671673e+02,-1.751329526064602646e+02,-1.901606679987680479e+02,-1.504765634322900496e+02,-1.791299785739935544e+02,-1.986210262479830533e+02,-1.529483872141284451e+02
-4.158883083359671673e+02,-1.729066128191424525e+02,-1.832634681877009939e+02,-1.688538371448058228e+02,-1.765379745704320840e+02,-1.894940992810967941e+02,-1.714484065639491064e+02
-4.158883083359671673e+02,-1.868962884663171735e+02,-2.243483938358641012e+02,-1.817515034616870082e+02,-1.871952340088198241e+02,-2.324111457802341079e+02,-1.816571637119278648e+02
-4.158883083359671673e+02,-2.845468289193614737e+02,-2.832189058901417411e+02,-2.811622053711433864e+02,-2.912585783584762567e+02,-2.887822329839962663e+02,-2.873223404112675894e+02
-4.158883083359671673e+02,-1.356738741507638224e+02,-1.673906679687821679e+02,-1.340076904701472813e+02,-1.408766758728598063e+02,-1.825078823896490974e+02,-1.407286422594758335e+02
-4.158883083359671673e+02,-1.568552877967957784e+02,-1.784236115574234418e+02,-1.518272944903168025e+02,-1.617260375463258129e+02,-1.834286448447471969e+02,-1.547762722116220857e+02
-4.158883083359671673e+02,-2.024844489563902812e+02,-1.836627294629595042e+02,-1.843916010785797539e+02,-1.987220374913872547e+02,-1.821205423997409412e+02,-1.793068381722246158e+02
-4.158883083359671673e+02,-1.483827965056036362e+02,-1.351906766023797672e+02,-1.341026540033905121e+02,-1.516532988741691383e+02,-1.515788145393451885e+02,-1.438017776031014989e+02
-4.158883083359671673e+02,-1.877842706272665794e+02,-2.159461992893919842e+02,-1.902022449200205756e+02,-1.881794379332687868e+02,-2.197287437055530859e+02,-1.905926632710075523e+02
