1,2.7368e-206,2.7368e-206,2.7368e-206,2.7368e-206,2.7368e-206,2.7368e-206
3.5651e-96,0.99545,3.5651e-96,0.00455,3.5651e-96,3.5651e-96,3.5651e-96
1.2654e-115,1.2654e-115,1,1.2654e-115,1.2654e-115,1.2654e-115,1.2654e-115
1.3805e-83,1.3805e-83,1.3805e-83,1,1.3805e-83,1.3805e-83,1.3805e-83
4.1956e-61,4.1956e-61,4.1956e-61,4.1956e-61,0.99999,4.1956e-61,1e-05
4.3728e-56,4.3728e-56,4.3728e-56,4.3728e-56,4.3728e-56,1,4.3728e-56
1.1405e-51,1.1405e-51,1.1405e-51,3e-06,1.1405e-51,1.1405e-51,1
